Palabra	Cantidad Review Pos	Cantidad Review Neg
catapulted	6	3
trent	13	18
yippee	1	0
bales	1	2
port	11	17
irritated	12	29
stately	5	4
brophy	2	3
scripter	0	2
cecile	2	1
goes	1183	1255
goer	17	14
corby	4	0
moviegoers	16	12
scripted	47	70
corben	1	0
pornstars	1	1
slaying	4	5
trespassers	0	1
femininity	6	5
entertain	85	80
witch	166	155
fuddy	1	0
corbet	1	7
naylor	2	0
perla	2	3
demolishing	0	3
boast	10	14
rethink	8	7
hearkens	3	2
exams	6	3
idolized	2	2
janice	16	2
barclay	8	5
mumy	0	3
shootings	26	6
amateuristic	0	1
tuxedo	6	2
thandie	1	0
bribery	2	2
bogs	4	6
touchdown	1	3
scam	8	20
crisis	94	57
prem	18	2
bulbs	2	1
ando	1	0
andi	0	1
scan	16	13
athens	10	0
chimps	3	17
variously	0	4
abbas	8	4
prey	44	34
bodrov	0	4
prez	3	3
prep	3	3
today	884	301
athena	5	0
chapter	54	34
legislative	0	1
teased	7	10
survivalist	1	0
casey	4	15
attained	4	4
teaser	4	8
teases	6	5
bostwick	4	3
yves	8	3
edible	0	1
trackers	5	0
roscoe	10	16
depressants	0	4
posthumous	2	2
inveterate	3	0
razzle	3	2
fiercely	7	5
meatball	21	3
pickle	1	2
lighthearted	30	10
boris	32	30
nursing	10	5
figure	365	384
spanner	0	2
righteousness	6	6
plying	2	2
inexperience	8	6
critic	62	61
cornflakes	2	1
kumble	0	4
bigot	2	3
reece	6	0
sidney	148	32
naivete	4	4
inquiring	2	3
meager	8	8
sundance	24	29
naivety	12	5
fourth	107	68
liasons	0	3
lindberg	2	1
seductiveness	0	1
eights	0	1
leased	3	0
insecurities	17	4
eighty	9	17
informs	29	11
trickling	0	1
representations	5	6
pilate	4	2
eighth	16	8
disheartening	2	3
syndicates	2	1
reaped	2	1
succeeded	48	56
rollin	2	9
inform	13	27
reaper	17	4
syndicated	6	5
disconcertingly	0	1
representation	45	24
lamented	7	1
hassled	1	3
fallout	6	4
magistrate	2	5
donates	4	1
dreading	2	4
demeans	2	2
calamai	15	0
tele	0	5
hanka	11	0
dodgy	13	26
burge	0	2
hanky	1	1
platform	18	29
dilly	6	0
farmer	39	33
hanks	77	63
marvels	3	2
loophole	1	0
priesthood	1	4
qualifies	23	18
nomads	1	5
hugs	3	6
dependant	1	0
chuckie	4	5
qualified	7	23
rivaling	1	1
ppl	7	4
shu	0	9
gushing	4	8
escorting	2	4
blueprints	1	1
holographic	2	3
inheriting	3	1
invents	6	2
debating	7	14
bats	15	34
eighties	59	40
dreyfus	12	4
busty	6	5
busts	8	3
dejected	4	1
ejaculation	1	1
torch	12	24
cyborgs	6	24
osment	4	0
whiplash	1	2
catching	54	38
farewell	24	11
giada	0	8
tumultuous	12	1
busta	6	5
gordan	1	4
reevaluate	2	1
fluffer	0	4
extroverted	3	3
putrid	7	22
ferland	9	0
concur	5	5
intercourse	7	15
laila	0	4
tensions	24	9
uncannily	4	1
liveliness	3	0
latterday	0	1
abounding	1	0
eagle	38	7
virtues	20	12
brett	23	26
dispatched	2	13
git	0	2
curable	1	0
telepathy	1	2
dispatches	7	6
envies	3	1
yup	7	18
dirk	11	3
pandemic	0	2
hauk	1	0
turn	648	705
yuk	4	12
harlan	2	5
yul	6	9
yun	4	5
turf	6	8
turd	4	49
yue	3	0
lasalle	6	0
soderbergh	43	40
sneezing	2	2
makepeace	0	9
vainglorious	1	0
personage	1	3
maltese	11	8
bobcat	1	1
unattainable	4	0
continent	14	23
cheerfully	3	10
squashed	2	3
dramatised	6	1
afterthought	7	17
spurned	4	4
stuck	150	198
burying	5	14
renderings	4	0
seeker	3	3
fortuitous	3	0
mesmeric	1	0
masala	12	8
trnka	10	0
bajpai	7	2
prissy	6	10
calloway	2	1
hurtful	1	0
wrongheaded	2	0
stylized	37	21
enigma	9	9
minimalistic	6	4
grunt	5	4
bloomingdale	0	1
debussy	2	0
lonette	3	3
modelled	2	4
accused	72	51
ooze	5	3
cards	40	59
parnell	4	3
butkus	1	1
trivializes	0	2
stiffler	0	4
suspense	375	358
exchanging	7	5
washburn	3	1
batting	2	4
superman	114	192
astonishingly	23	13
wanderer	2	0
chessboard	2	1
gustave	2	2
wandered	4	18
sciences	5	2
animation	534	285
resembling	17	32
mot	0	1
improvisations	3	3
jodhpurs	0	3
doppelgangers	0	2
surf	12	29
gleason	7	17
commonplace	10	10
equestrian	2	0
spangled	0	2
indelible	13	2
cocksure	1	1
donation	4	5
indelibly	3	0
surmised	2	2
icon	60	25
authoritarianism	0	3
latex	4	9
rosalie	2	8
later	1315	859
pores	0	1
flicka	0	2
pored	1	0
cuckold	2	3
uninterested	6	7
lenka	2	0
troi	2	1
drastically	18	19
spaced	7	5
taime	5	3
cheat	17	19
spacek	13	9
cheap	200	688
emmerich	1	3
trod	3	1
dirge	0	2
troy	9	19
spaces	20	11
moi	2	7
kellerman	11	5
sendup	2	1
spacey	18	65
natassia	0	8
trot	5	6
nadir	3	17
gulf	8	8
gull	0	1
gulp	3	5
believing	64	73
madeline	9	11
nadia	16	8
glandular	1	5
deign	1	4
emporer	3	0
commies	12	3
fatherly	6	2
dekker	2	4
lug	3	1
mortally	6	5
braugher	3	2
chipmunks	0	1
cylinders	3	1
brit	21	21
cautionary	9	7
homestead	4	0
beastie	3	0
hypnotize	1	2
skewered	2	3
contrivances	4	9
joked	3	5
joker	27	36
jokes	364	609
barbaric	4	11
scots	7	4
predicted	9	28
jokey	4	3
replies	36	14
mohanlal	0	14
slashing	5	17
sceneries	7	5
surfaces	5	5
indentured	1	0
voluntary	1	1
managing	20	21
commitments	7	8
gravedancers	0	3
woolf	3	3
surfaced	4	2
rko	26	11
barging	1	2
wouldve	0	1
bummed	3	3
rumours	7	1
guitar	42	31
disrespectfully	1	1
harshly	8	5
bonneville	0	1
acquiring	3	4
libya	0	1
jericho	15	4
quiet	203	79
contract	85	45
officer	147	133
interloper	1	2
railway	15	7
ntsc	6	0
brecht	2	3
filtering	1	2
period	432	323
insist	23	30
pabst	20	2
walden	0	1
babbling	4	11
nicola	7	2
stroking	1	6
nicole	58	24
turkey	31	129
symptoms	5	9
enunciated	3	1
spotlights	1	0
subscribed	3	1
fallwell	6	0
escalated	0	3
subscriber	1	0
peruvian	4	18
manoeuvres	2	0
escalates	9	1
squatters	2	1
mog	4	1
direction	633	729
bummer	1	5
andres	2	1
nifty	25	13
andrew	98	48
adeptly	6	2
advancements	3	2
surreptitiously	1	0
andrei	16	5
coherently	2	1
mindy	5	13
andrea	10	19
spirit	333	207
pilot	169	130
case	724	800
levitt	10	0
predominately	1	1
cash	84	147
cask	3	1
cast	2122	1687
cass	5	2
irrespective	5	3
abducted	9	20
abductee	0	1
ventriloquist	4	2
focussed	0	1
antisocial	2	2
duplicating	2	2
impales	1	3
impaler	1	2
refinery	0	1
ironic	94	68
impaled	3	17
shopkeeper	1	0
annoying	203	791
participant	8	7
botching	1	0
author	145	127
granted	101	97
carribbean	3	0
catfish	0	1
manila	1	1
subtitled	23	13
careen	0	1
frequented	4	0
status	100	77
tipsy	0	1
kelvin	1	0
urchins	0	1
mutha	2	0
weed	7	16
director	2023	2392
poelzig	0	1
petticoat	1	3
mohicans	4	0
delicate	56	12
statue	26	37
weep	8	10
relies	38	68
gamin	2	1
ckin	1	0
bodied	5	4
delectable	8	5
eureka	3	3
without	1668	1592
relief	121	119
relied	9	25
inability	40	39
pyewacket	7	0
researchers	0	10
justify	38	60
puertoricans	0	4
shambolic	0	3
splices	1	0
comstock	5	3
ninth	10	6
spliced	7	24
cease	9	6
dominique	4	11
rewatch	3	6
feminist	42	42
caterers	2	3
leto	0	3
airfield	0	1
ditties	0	3
lets	155	177
starks	1	0
humping	3	5
flashing	17	27
reformed	3	6
feminism	10	14
jeevan	2	0
rushmore	0	7
kirby	2	7
inordinate	1	5
nappy	1	3
acute	5	4
braddock	1	1
patrica	0	3
towel	6	19
ooga	0	1
patrice	1	0
patrick	149	74
shoeless	0	1
towed	0	1
donations	4	2
tower	38	25
snatcher	4	1
snatches	7	2
passers	2	2
simulator	1	2
leeson	1	1
competition	72	54
snatched	14	2
redeeming	28	297
warranting	3	2
developmental	0	1
mood	225	196
dunbar	0	2
yousef	6	1
frees	6	2
freer	1	0
googled	2	1
luxembourg	3	1
moon	138	151
moor	5	0
buddha	3	4
moot	3	7
oneliners	0	2
porter	32	28
freed	31	8
diced	0	1
kilter	7	7
assuredness	3	0
beached	1	2
stereotyped	5	42
enjoyability	0	3
slaughter	40	48
abstractions	4	2
pooch	4	5
parishioners	1	2
bafflingly	1	2
prattle	0	2
lifeboats	3	2
stereotypes	89	155
beaches	13	9
sharmila	1	0
genoa	0	6
fillings	0	1
reprisals	1	0
gunshots	5	15
discussed	34	18
whence	3	3
disintegrate	3	2
doze	0	6
discusses	13	5
paralyzing	1	0
bloodless	10	14
svankmajer	1	0
tribe	42	42
carandiru	0	1
curses	8	8
instruments	18	13
warbling	6	3
bullwinkle	1	4
cursed	20	21
engendered	2	2
rising	45	44
backdrops	23	12
pullman	15	15
yakusho	2	0
whaley	2	0
whales	4	11
relocation	1	0
alleged	13	42
cultured	8	7
junctures	2	0
whedon	1	0
whalen	0	1
cultures	43	12
ehh	1	2
mischief	8	5
mehmet	0	3
tobe	7	29
rouse	3	2
garcea	0	2
esther	56	19
wholesale	5	2
artisans	2	4
extermination	8	2
sacks	4	3
grasp	53	41
flats	8	4
grass	29	30
creeping	6	10
mallory	0	14
accentuated	6	3
taste	204	221
felix	116	4
minneapolis	7	1
circuited	1	1
cockeyed	1	2
rantings	2	3
accentuates	7	1
tasty	25	14
unimaginatively	0	3
zombified	2	7
gilberte	10	0
sarkar	1	7
resonating	2	1
rocketry	4	0
piracy	2	1
deserve	96	181
sheedy	9	17
roses	21	8
linderby	2	3
pappy	12	2
immunity	4	1
paddy	2	2
deviation	2	2
mummies	1	6
pillows	2	1
spoilers	222	346
voyeurs	1	2
finale	144	120
contradicted	2	2
carnegie	1	0
spoileri	2	0
bullets	39	85
hulchul	1	3
dzundza	3	0
finals	4	3
assassins	9	21
blacks	40	35
wife	1194	944
streisand	84	67
parsons	16	45
websites	6	7
directors	338	331
missouri	18	10
directory	1	2
numbing	10	47
platter	2	3
assassino	0	1
crumpled	0	3
barone	1	0
flimsiest	2	3
scrappy	10	19
coach	54	48
generalize	1	1
cementing	1	0
meditation	15	13
denotes	3	2
decisions	58	45
reynaud	4	2
glimpse	99	50
apartment	237	102
jolson	5	1
extraneous	3	14
dairy	2	2
piqued	1	3
morgana	4	31
subsides	1	0
crest	2	1
celebs	5	3
tethered	1	1
egyptian	16	29
infringement	1	3
skewering	3	0
steeve	1	0
treating	23	12
adjective	6	7
lisp	3	4
clinched	0	1
crossovers	1	2
list	245	311
impudence	1	1
singularly	8	7
contexts	2	2
liars	4	6
lisa	90	95
indemnity	11	9
rebuffs	2	1
thiessen	4	2
familiarly	2	2
flick	429	796
employing	7	7
escalation	1	0
abstracted	1	0
haas	7	5
fragility	6	4
villainess	4	13
breakers	6	4
translating	6	5
negotiator	1	3
invention	36	16
yokel	2	0
hairspray	6	4
bungles	1	3
harden	1	1
sue	37	52
demure	5	5
suo	7	0
sun	104	86
sum	55	103
rascal	1	1
brief	211	184
sui	0	2
suv	5	17
version	1157	968
pulpit	1	1
musta	0	3
intersect	4	2
vosloo	2	7
mustn	4	3
unquestioned	3	0
womb	2	3
dieterle	3	1
toes	17	10
christian	112	258
therese	3	2
whoppi	2	1
theresa	18	4
mayoral	5	1
drudgery	4	1
filmography	24	19
toed	1	0
compressed	7	5
egging	1	0
equations	1	5
tragedy	253	103
demurs	0	2
naval	23	12
bungled	1	0
reanimator	0	1
mindsets	2	3
horrified	20	34
stiffness	1	1
camcorder	7	60
outfitted	0	3
solitude	12	4
robotboy	0	8
enlivened	2	4
herring	10	13
clifford	12	11
munchies	2	31
harlequin	2	7
jayma	1	2
donuts	1	7
nutcases	0	1
quasi	19	30
rustic	6	1
sequestered	2	1
hurrah	3	0
angrier	0	3
horses	73	70
flat	158	414
israel	57	28
flav	1	1
newlyweds	2	1
immersion	5	6
mire	2	5
hoffman	148	39
sorcery	13	17
mira	9	33
gopal	1	19
flag	21	25
bendy	0	1
flak	3	4
presumed	15	17
starsky	9	4
lestrade	4	0
ineffectual	5	9
caveat	3	2
storyville	1	1
appaloosa	1	0
searchlight	1	0
duets	10	1
conspire	5	3
leisen	12	1
renata	1	0
ominously	3	2
metamorphosis	4	17
libertarian	0	3
ostentatiously	1	0
terrestrial	5	5
infuriates	1	0
rather	1339	1393
quirkiest	1	0
sequal	1	4
untied	1	0
occasionally	144	112
interrogator	0	1
headstrong	13	8
guttural	2	6
sensations	2	4
vlad	2	4
sabine	3	1
zinnemann	1	0
ubiquitous	11	13
sabina	0	8
antebellum	2	1
orbits	2	2
sponsors	1	8
sven	6	2
lighting	147	214
adventure	352	151
twiggy	0	1
concentrating	15	6
contingency	1	1
proclaimed	11	18
jovi	10	21
short	1000	852
twentynine	1	0
susan	96	89
marlon	37	30
meticulous	11	5
supervision	4	6
climaxed	2	2
marlow	2	2
shore	29	21
fenway	7	1
climaxes	11	6
shorn	1	4
encased	2	4
balloon	21	14
nesting	0	1
argyle	2	0
emmanuel	2	2
spastically	1	0
isnt	8	5
flaunt	2	2
milwaukee	4	3
avenue	10	10
jacobs	4	0
jacoby	1	0
cybersix	6	0
mattress	1	4
clashes	8	4
jacobi	14	3
bout	20	23
bathos	4	0
somebody	87	212
generously	1	7
horribleness	0	3
hunter	105	134
unrefined	2	0
habitats	5	0
synched	0	3
clouds	29	13
hunted	18	26
bollywood	74	93
adventurous	23	10
instructions	9	9
intolerably	2	6
schoolteacher	4	4
algerian	1	2
mathematician	6	2
accommodates	2	0
intricacy	5	0
tactless	0	1
mastered	9	8
juhi	1	14
accommodated	2	0
intolerable	2	15
hitlers	1	2
weatherly	2	0
weighs	4	3
rehashes	2	4
tilted	6	2
weight	68	71
sullied	1	2
oppressed	10	14
reguera	0	3
loopy	7	5
loops	4	1
croaking	0	1
impersonation	11	18
monocle	1	0
alcohol	39	45
foolproof	3	0
nuovo	1	0
hilt	19	7
hydraulic	0	3
lucifer	14	8
hill	104	139
bazooka	2	6
compounding	0	4
supercop	0	1
roofs	6	4
friday	75	123
moorehead	9	4
lansford	3	0
luger	12	0
jew	18	20
echelons	5	0
carrell	17	2
fantastical	15	10
virtuosic	1	0
bourgeoisie	3	4
tate	13	3
prejudice	47	22
krycek	2	0
fallen	86	79
connotation	1	2
shrewish	2	2
seeming	36	28
urinal	0	2
traveled	22	14
bernadette	9	2
enlarged	2	3
traveler	9	5
totalitarianism	1	3
hallowed	1	0
story	6720	5167
scathing	7	8
rookies	2	5
leading	348	274
interviews	80	78
tougher	12	8
comfy	3	5
erroll	7	15
stork	4	0
trend	38	36
storm	83	68
pilfered	0	2
ecuador	1	1
temptations	8	3
mainstay	3	8
energized	1	1
segue	1	3
saint	49	27
scooby	32	103
blaise	32	17
luckily	71	59
copeland	2	4
rifle	59	17
versatility	19	0
shrunken	2	0
metamorphosing	1	0
king	555	436
kind	1237	1537
kine	0	5
vilmos	2	2
kino	8	5
kink	2	3
arcati	0	6
scanners	14	2
unrelenting	14	4
motivation	33	89
skyscrapers	1	2
storytelling	99	68
exert	4	0
shrewd	12	6
jannings	23	0
gosford	6	4
glickenhaus	4	1
raskolnikov	0	1
tongued	7	4
shrews	0	3
freeing	7	5
smallpox	3	2
cobras	0	1
wilson	108	91
jodha	0	1
rochester	89	66
sholem	1	0
conforming	2	0
entirety	29	31
humanize	3	1
anglos	2	3
genetically	5	10
banjo	13	2
longish	1	1
gill	2	2
electric	35	41
populate	11	8
exec	10	9
tightwad	0	1
inconvenience	2	2
gila	0	2
architects	2	1
rarefied	3	4
tizzy	2	1
impacting	4	1
amar	0	4
ditzy	8	7
patterned	3	6
dealers	26	13
lanisha	15	0
unsupervised	1	2
pandering	1	4
lumbers	1	2
destruct	3	0
traditional	178	79
forerunner	5	4
daffy	8	3
acclaims	1	1
liberate	2	3
lying	51	94
clowes	1	0
vaunted	0	2
barter	1	1
grandmas	1	0
stumped	2	2
inflexible	3	3
tunics	0	2
bartel	11	0
tilly	7	20
drumbeat	1	0
simulating	0	4
ies	11	5
sheppard	14	7
airtime	0	3
breakdancing	11	1
atv	0	1
founding	7	5
gains	14	8
invoke	4	3
cecily	0	3
reverential	3	0
fer	3	1
cote	4	0
knighted	4	0
aaa	2	6
reprint	0	1
emails	3	5
contextual	4	2
grievances	3	2
budapest	17	5
adulthood	23	6
pleasantville	4	3
brendan	51	22
necked	1	0
condolences	1	2
balaji	1	0
catharsis	9	7
avventura	4	0
cringe	27	78
relentless	35	27
wrote	242	331
forego	1	2
defense	32	54
reba	1	1
chambers	4	3
heaped	7	5
bong	3	0
sputtering	2	2
threats	16	15
dinocroc	0	20
hulce	16	0
tummy	3	2
blurt	0	2
inge	3	3
klux	3	3
blurs	1	3
jaundiced	1	2
viewership	0	1
overstuffed	3	0
blurb	5	9
obscenities	4	5
bibi	2	2
solo	77	23
soll	5	0
misstep	4	7
turnbull	0	1
silicone	5	4
franchises	3	5
sole	43	77
confiscated	5	3
imp	5	1
fatality	2	0
baleful	2	2
confiscates	1	0
inertia	2	1
lecarre	3	0
geoffery	1	0
oversee	4	1
bandit	8	17
operas	18	15
reside	4	6
distress	35	20
sweet	416	153
wastebasket	1	2
sweep	13	7
harbour	2	5
deposits	1	4
aronofsky	1	3
regulated	2	1
nettles	1	1
village	147	108
semitism	5	4
startling	47	16
colorize	0	2
chlo	0	1
hellfire	1	1
peninsular	1	0
durning	6	1
pining	8	3
nato	1	3
affectionate	17	3
institutionalized	3	4
flight	84	93
rillington	0	1
algeria	1	1
flinty	2	1
precision	21	6
defect	5	1
seachd	6	0
demand	47	41
overrunning	1	0
oodles	3	2
notables	4	1
instructor	15	14
hamill	21	13
dassin	6	4
shove	4	14
workmen	1	0
pedestrian	11	42
frozen	20	30
footballer	3	2
idrissa	7	1
dorie	0	7
homework	14	14
graffiti	11	14
muscleman	0	1
incognito	2	2
shortened	15	12
concurrently	1	0
suncoast	0	2
credence	6	4
styx	3	0
antithesis	11	5
bluegrass	2	2
demon	63	120
obstacle	14	9
deneuve	2	7
parodic	2	0
chestnuts	2	3
margret	8	5
shirt	46	70
noooo	0	4
wierd	4	3
shire	4	1
shiri	1	5
yucca	0	1
shirl	1	0
prerequisite	6	4
higher	175	111
restraint	27	16
cement	7	17
liquids	3	0
contractors	3	3
bourgeois	16	5
deflects	1	1
fats	2	1
spaceman	0	1
outwits	1	3
schindler	15	11
magnified	2	4
schell	0	10
bronstein	4	0
machinery	17	11
magnifies	1	1
aways	4	3
doberman	1	2
hijacks	0	3
sennett	5	5
rewound	4	5
unseen	52	30
halperin	1	17
dozor	0	2
questions	252	224
racially	7	7
weired	3	0
patel	1	2
huffman	0	3
summaries	6	1
meanest	4	4
adrienne	8	7
treacle	1	1
zadora	2	15
resourcefulness	5	1
jostle	0	1
treacly	0	3
problematic	9	15
tormented	37	21
acrobatics	9	5
finder	3	2
frain	3	0
advocate	14	7
bemoan	3	1
sightings	3	5
weitz	1	5
knobs	3	0
ontkean	0	1
skeptical	29	18
systematically	5	1
confront	38	22
separately	11	10
collect	36	21
durham	1	1
silliphant	0	1
exploiting	8	13
judson	10	1
necropolis	1	0
hollywoodland	3	1
phone	124	197
hurriedly	3	7
shefali	17	2
boogers	0	2
saucer	10	2
rien	14	0
duguay	2	0
ishibashi	1	4
retro	26	14
rectitude	1	2
attal	4	1
contrasting	20	10
meretricious	2	2
refused	41	36
zombie	230	510
savoir	1	0
elixir	0	6
refuses	103	51
vaccine	1	0
handled	107	100
pipeline	1	1
cautious	8	5
bristling	1	0
kabhi	3	0
violins	1	6
niceness	1	0
plaza	3	0
lifeless	10	55
range	132	99
ballgame	2	2
gujarat	1	0
complimentary	4	3
fluttering	4	1
laughton	5	3
wedded	1	1
johny	3	9
paralysis	4	1
auntie	9	7
johns	7	7
warmed	9	8
purporting	0	2
damita	1	2
commemorating	1	0
artifice	8	6
motors	1	2
stench	3	8
loni	6	6
impressed	239	106
eyecandy	2	0
rows	1	6
acquiesce	1	0
lona	1	0
lone	35	52
long	1685	1750
housekeepers	0	1
handler	3	1
rowe	3	2
summertime	10	1
statuesque	3	4
andy	212	104
mimicry	1	2
twitter	1	1
authored	5	1
lemmon	95	14
audacious	7	6
barret	2	0
reassurance	4	0
nuttball	1	0
barres	1	10
yelchin	3	1
fulfilling	26	10
hideousness	1	2
incase	1	2
capitalized	1	4
lifespan	3	1
pres	6	1
bodices	0	2
sher	1	0
capitalizes	4	2
andr	15	2
landscapes	53	33
landscaper	0	1
polarised	1	0
deliverance	53	9
devgan	1	28
tiniest	3	9
roared	3	1
hedwig	3	1
steeped	5	4
sepia	6	9
coordinator	0	5
rally	7	18
simonetta	0	4
disappoints	14	22
camcorders	3	1
peach	7	7
riiiight	0	1
peace	128	67
backs	30	43
saffron	15	1
nick	145	146
nico	4	1
sykes	22	15
kamal	10	25
nice	1127	877
dictating	5	4
hammerhead	6	31
boogey	0	8
noche	1	3
users	30	30
wrinkly	1	2
booger	0	1
cityscapes	3	2
dali	6	1
breasts	37	90
medina	0	1
dragnet	8	1
janeane	10	18
bonding	22	11
allowing	74	54
puncture	2	2
fertilizer	0	1
posters	44	32
wrinkle	3	20
daly	5	6
kenan	0	2
vaseline	0	1
happier	19	14
reiner	8	6
chynna	6	2
departments	12	17
microsoft	0	8
impatient	12	5
nuremburg	1	3
lovemaking	7	6
nispel	0	1
vocally	4	0
buffalo	68	14
gans	1	1
kettle	2	3
gant	0	7
carnality	4	2
cheung	35	3
dispel	3	4
windy	5	1
phallus	1	2
infatuation	8	6
winds	48	54
discordant	2	0
cases	81	82
windu	1	0
deviously	1	1
theorist	2	2
cruiser	6	2
leung	17	1
inbreeding	1	3
exterminate	2	1
tadpole	2	1
languages	20	16
dragonheart	1	2
breach	7	1
include	208	167
dandy	59	7
confirmation	2	5
mainstream	129	73
hamish	1	3
humorously	4	4
disquieting	2	2
andersons	0	2
skivvies	0	1
judo	0	5
remade	38	31
aapke	1	5
paternity	1	1
leveled	5	2
dibiase	7	17
melodies	14	6
friendliness	3	0
disclaimer	9	11
concluded	12	13
toils	0	3
malick	5	3
gripping	127	22
wrestling	28	74
malice	10	4
fold	10	7
enamoured	2	2
concludes	23	12
ummm	3	7
buccaneer	6	0
acid	32	57
makers	167	319
folk	62	53
koenig	1	0
unavailable	20	3
outsmart	2	7
concessions	2	4
letty	6	0
caruso	37	0
unruly	3	6
chose	85	117
degree	95	108
bulimic	4	2
kangaroo	0	1
seaver	9	4
chokes	4	3
youngest	42	32
explore	75	43
lyrically	1	0
settling	18	3
lillard	6	1
survivor	32	53
distressed	13	2
detritus	1	3
larger	94	49
shades	43	27
esque	15	14
leaving	242	240
suggests	74	71
pretentiousness	3	15
olivier	68	39
disharmony	0	1
shaded	5	2
goofball	3	7
suprising	2	0
sheila	19	15
winkler	13	3
kurtz	6	2
falsity	0	2
egypt	17	26
app	2	1
improbably	2	9
apt	23	27
hardy	77	100
aboard	19	17
kristina	0	3
cheerleader	6	13
duce	3	0
walruses	1	1
hards	1	2
ape	33	71
lottery	9	9
frog	33	19
hypothetically	1	1
examination	47	31
timetable	3	2
eagles	2	7
kya	1	0
grandest	2	3
clever	296	237
kaleidoscopic	1	0
parrots	6	1
connie	30	12
verity	2	0
concierge	7	2
exaggeratedly	4	2
disingenuous	5	6
remarried	3	1
accrued	3	2
gosha	16	6
mcgreevey	0	3
dissolve	4	5
bannen	3	5
jobless	2	3
thirsty	11	10
inaccessible	7	0
yuzna	24	1
anisio	6	0
assumptions	10	14
hilton	23	16
madame	11	8
autobiography	22	15
provoke	15	11
syndrome	32	24
miike	91	40
cliches	19	39
photojournalist	1	1
justifiable	5	2
sidewalks	4	2
struggles	100	55
roughness	0	1
camille	3	12
kamaal	0	1
camilla	4	8
justifiably	12	5
brownstone	13	0
struggled	17	12
toddler	13	10
ainley	1	0
adventurers	6	2
typewriter	2	5
attend	57	26
detests	2	1
tact	5	1
normalcy	12	4
monaghan	13	6
wrist	6	18
unnaturally	3	5
taco	0	6
schoedsack	3	0
psychedelic	26	22
somethin	1	3
gargoyles	2	2
highlands	8	3
soleil	4	2
herold	1	0
villan	1	3
documentarist	1	2
arduous	8	6
predictible	1	1
budge	1	2
civics	0	4
takeaway	1	0
kindergarteners	0	1
thesiger	9	1
beauties	13	10
sanctioned	1	5
baddie	19	20
interpreted	24	8
whilst	144	136
celebrations	3	1
waterworld	1	5
interpreter	2	0
unchecked	3	0
capshaw	12	17
glen	10	10
superior	198	108
rojo	0	1
glee	24	10
trowa	3	0
vital	41	28
helsing	1	18
holiday	65	83
crowds	23	10
briget	2	0
campaigned	2	2
impressing	10	5
quatermass	2	4
ambition	36	30
republican	18	9
diabolic	0	1
successor	13	7
landings	2	4
articles	10	11
clippings	1	3
measly	1	9
edit	30	46
enviable	2	0
begs	20	31
trimmed	11	4
incapacitated	3	1
dogmatic	3	2
edie	107	0
bickford	4	0
oui	2	0
bytes	1	1
whimsy	5	7
ambassadors	1	1
albertson	1	2
acknowledgment	1	2
sentiment	34	43
cerebral	51	12
sufficed	3	3
chaos	63	41
herded	3	1
navigating	5	0
impartial	5	4
plaguing	1	1
endeavours	2	0
digesting	2	1
herder	2	0
belmore	3	1
suffices	1	2
sculpting	0	1
disclose	3	3
outkast	1	2
pours	6	7
schlockmeister	2	1
marquise	3	0
jing	1	1
anglaise	5	1
acharya	0	10
affective	3	0
kaun	4	3
ciaran	2	7
greenhorn	0	1
tromaville	0	3
organic	9	17
waterloo	10	0
g	258	223
fascism	19	9
cro	0	2
regaining	2	0
pleasured	0	1
visualize	5	1
hence	72	83
biting	26	32
footnotes	1	0
gentlemanly	7	1
rudolf	5	8
embryo	0	1
cantina	3	2
obscurity	17	24
urich	10	2
bonnet	3	4
eleventh	3	1
walerian	4	1
inbreds	1	1
cyphers	3	0
umbrellas	2	9
unknown	157	128
wagging	0	2
priority	7	8
potty	7	13
stephan	3	2
innes	1	0
potts	3	14
abbie	1	1
misunderstood	31	20
tidbit	1	5
consoling	3	2
celibate	0	2
tories	2	2
dreadlocks	0	1
potent	26	12
mules	4	2
videogames	3	2
deniro	62	20
astounded	7	2
bashed	10	9
meshing	2	1
holland	15	22
objectionable	4	6
blachere	5	1
kneecaps	0	2
lucius	0	4
bashes	3	3
basher	1	1
croat	0	3
encore	6	2
faints	10	8
hairstyle	11	8
shilpa	1	0
clip	47	36
fowl	1	1
splatter	29	71
teenagers	108	108
bizet	9	0
dingle	0	2
delineated	3	0
biggs	3	12
unbearable	27	87
pupils	8	15
kristy	5	7
reeks	7	23
boastful	2	0
panzram	0	14
trespassing	4	0
allie	0	2
hs	1	0
kristi	4	3
martha	51	22
unbearably	9	20
underestimating	1	2
marthe	1	5
mukhsin	24	0
patchy	1	11
wha	1	2
twittering	0	1
collaboration	31	8
accountants	1	2
whirry	1	0
digestive	1	3
hilltop	0	1
prophecies	2	13
polyester	7	7
atypical	9	10
trounced	1	1
pipe	14	10
swarming	4	6
marlowe	5	3
poorness	0	2
latinos	4	8
balding	0	13
agreed	28	60
pleaser	8	4
spanking	4	3
chapters	22	13
longevity	8	3
eccleston	10	5
senegal	0	3
utter	52	188
fear	287	248
feat	45	20
agrees	57	37
marguerite	1	1
litigation	1	1
nearer	5	5
hf	6	3
tatsuhito	9	0
badmouth	2	0
neared	0	1
inhabit	21	17
isham	2	0
local	450	427
psychotronic	0	1
indignant	3	3
albatross	1	0
cube	64	82
topple	4	1
skimp	2	2
skims	3	0
harmed	6	10
rgen	3	5
massacre	70	72
burglars	1	2
malaise	3	6
